Injury,State,FireDeptID,Month,Day,Year,IncidentNumber,IncidentType,AddressIsWildland,AidGivenOrReceived,TimeNotified,TimeArrived,ShiftCoveringIncident,Alarms,District,ActionTaken1,ActionTaken2,ActionTaken3,ApparatusUsed,SuppressionApparatus,EMSApparatus,OtherApparatus,SuppressionPersonnel,EMSPersonnel,OtherPersonnel,MutualAid,PropertyUseCode,Address,ZipCode
0,NE,02006,11,28,1999,0015045,UUU,N,N,2350,2353,C,1,053,41,,,N,1,0,0,3,0,0,N,UUU,721 K ST,68521
0,NE,02006,11,28,1999,0015046,900,N,N,2355,0005,C,1,001,86,,,N,1,0,0,4,0,0,N,419,2801 U ST,68521
0,NE,02006,11,29,1999,0015048,700,N,N,0101,0106,C,1,173,86,,,N,6,0,0,20,0,0,N,419,3101 CROWN POINTE RD,68521
0,NE,02006,11,29,1999,0015055,700,N,N,0817,0817,A,1,002,86,,,N,1,0,0,4,0,0,N,599,18TH/Q,68521
0,NE,02006,11,29,1999,0015061,500,N,N,1152,1159,A,1,052,92,,,N,1,0,0,4,0,0,N,429,1933 G ST,68521
0,NE,02006,11,29,1999,0015064,110,N,N,1259,1303,A,2,003,11,,,N,10,0,0,20,0,0,N,419,1046 CHARLESTON ST,68521
0,NE,02006,11,29,1999,0015068,140,N,N,1557,1601,A,1,061,11,,,N,2,0,0,2,0,0,N,648,COTNER/NORMAL,68521
0,NE,02006,11,29,1999,0015072,500,N,N,1751,1758,A,1,101,92,,,N,1,0,0,3,0,0,N,599,620 N 48TH ST,68521
0,NE,02006,11,29,1999,0015078,UUU,N,N,2047,2051,A,1,002,41,,,N,1,0,0,3,0,0,N,UUU,2532 T ST,68521
0,NE,02006,11,29,1999,0015081,700,N,N,2123,2125,A,1,003,86,,,N,6,0,0,18,0,0,N,UUU,301 N 12TH ST,68521
0,NE,02006,11,29,1999,0015082,730,N,N,2210,2215,A,1,163,92,,,N,1,0,0,2,0,0,N,419,7500 LINCOLNSHIRE RD,68521
0,NE,02006,11,29,1999,0015083,130,N,N,2236,2239,A,1,001,11,,,N,2,0,0,2,0,0,N,962,38TH/VINE,68521
0,NE,02006,11,29,1999,0015084,UUU,N,N,2327,2333,A,1,053,86,,,N,1,0,0,3,0,0,N,UUU,1122 F ST,68521
0,NE,02006,11,30,1999,0015090,500,N,N,0219,0227,A,1,082,86,,,N,1,0,0,3,0,0,N,419,4921 CANTERBURY LA,68521
0,NE,02006,11,30,1999,0015094,500,N,N,0625,0630,A,1,112,92,,,N,1,0,0,4,0,0,N,419,2200 N 62ND ST,68521
0,NE,02006,11,30,1999,0015103,UUU,N,N,1324,1332,C,1,122,00,,,N,2,0,0,8,0,0,N,UUU,5700 FREMONT ST,68521
0,NE,02006,11,30,1999,0015108,651,N,N,1932,1935,C,1,003,86,,,N,6,0,0,18,0,0,N,539,730 O,68521
1,NE,02006,12,01,1999,0015118,320,N,N,0857,0857,B,1,011,UU,,,N,1,0,0,3,0,0,N,888,1545 N 33RD ST,68521
0,NE,02006,12,01,1999,0015120,621,N,N,1026,1031,B,1,111,34,,,N,1,0,0,3,0,0,N,549,2502 N 48TH ST,68521
0,NE,02006,12,01,1999,0015122,UUU,N,N,1033,1036,B,1,161,41,,,N,1,0,0,3,0,0,N,UUU,2600 S 48TH ST,68521
0,NE,02006,12,01,1999,0015124,500,N,N,1125,1130,B,1,063,86,,,N,1,0,0,4,0,0,N,429,1908 S 11TH ST,68521
0,NE,02006,12,01,1999,0015125,110,N,N,1235,1240,B,1,173,11,,,N,6,0,0,17,0,0,N,419,8032 LOWELL AV,68521
0,NE,02006,12,01,1999,0015129,500,N,N,1312,1316,B,1,111,34,,,N,1,0,0,3,0,0,N,429,2626 N 49TH ST,68521
0,NE,02006,12,01,1999,0015132,251,N,N,1712,1718,B,1,052,41,,,N,1,0,0,3,0,0,N,429,1310 S 26TH ST,68521
0,NE,02006,12,01,1999,0015134,651,N,N,1748,1752,B,1,112,41,,,N,6,0,0,18,0,0,N,419,6131 AYLESWORTH AV,68521
0,NE,02006,12,01,1999,0015140,651,N,N,2259,2303,B,1,163,86,,,N,1,0,0,3,0,0,N,419,2300 DEVOE DR,68521
0,NE,02006,12,01,1999,0015141,500,N,N,2303,2307,B,1,121,92,,,N,1,0,0,4,0,0,N,419,4616 JUDSON ST,68521
0,NE,02006,12,02,1999,0015147,500,N,N,0518,0525,B,1,033,92,,,N,1,0,0,3,0,0,N,419,4900 GRANDVIEW LA,68521
0,NE,02006,12,02,1999,0015148,320,N,N,0550,0555,B,1,052,34,,,N,1,0,0,3,0,0,N,639,630 CAPITOL AV,68521
0,NE,02006,12,02,1999,0015160,UUU,N,N,1141,1156,C,1,238,00,,,N,2,0,0,5,0,0,N,UUU,12101 W BRANCHED OAK,68521
0,NE,02006,12,02,1999,0015161,UUU,N,N,1151,1153,C,1,052,86,,,N,2,0,0,8,0,0,N,UUU,2229 J ST,68521
0,NE,02006,12,02,1999,0015166,130,N,N,1443,1449,C,1,142,11,,,N,3,0,0,4,0,0,N,965,6500 FLETCHER AV,68521
0,NE,02006,12,02,1999,0015173,730,N,N,1703,1709,C,1,045,86,,,N,7,0,0,18,0,0,N,700,6600 NW 27TH ST,68521
0,NE,02006,12,02,1999,0015181,511,N,N,2132,2139,C,1,001,92,,,N,1,0,0,4,0,0,N,962,2800 DUDLEY ST,68521
0,NE,02006,12,03,1999,0015191,730,N,N,0638,0643,C,1,011,86,,,N,6,0,0,19,0,0,N,151,1625 N 38TH ST,68521
0,NE,02006,12,03,1999,0015195,UUU,N,N,0930,0936,B,1,161,86,,,N,1,0,0,3,0,0,N,UUU,2610 S 46TH ST,68521
0,NE,02006,12,03,1999,0015196,740,N,N,0933,0936,B,1,172,86,,,N,6,0,0,17,0,0,N,331,6601 PIONEERS BLVD,68521
0,NE,02006,12,03,1999,0015201,730,N,N,1051,1056,B,1,112,86,,,N,6,0,0,17,0,0,N,215,2635 N 63RD ST,68521
0,NE,02006,12,03,1999,0015202,700,N,N,1056,1101,B,1,011,86,,,N,6,0,0,19,0,0,N,241,1600 N 33RD ST,68521
0,NE,02006,12,03,1999,0015203,500,N,N,1142,1147,B,1,151,92,,,N,1,0,0,3,0,0,N,311,841 S 47TH ST,68521
0,NE,02006,12,03,1999,0015206,500,N,N,1216,1225,B,1,021,92,,,N,1,0,0,4,0,0,N,419,3700 CORNHUSKER HWY,68521
0,NE,02006,12,03,1999,0015208,730,N,N,1314,1321,B,1,024,86,,,N,6,0,0,19,0,0,N,700,1000 W COMMERCE WAY,68521
0,NE,02006,12,03,1999,0015209,320,N,N,1341,1344,B,1,002,34,,,N,1,0,0,3,0,0,N,962,26TH/VINE,68521
0,NE,02006,12,03,1999,0015210,420,N,N,1444,1448,B,1,051,86,,,N,6,0,0,17,0,0,N,213,SCHOOL,68521
0,NE,02006,12,03,1999,0015214,UUU,N,N,1629,1632,B,1,052,41,,,N,1,0,0,3,0,0,N,UUU,401 S 21ST ST,68521
0,NE,02006,12,03,1999,0015219,220,N,N,1729,1733,B,1,032,86,,,N,6,0,0,20,0,0,N,419,1811 OLD GLORY RD,68521
0,NE,02006,12,03,1999,0015224,110,N,N,1835,1840,B,1,121,11,,,N,8,0,0,20,0,0,N,161,3800 CORNHUSKER HWY,68521
0,NE,02006,12,03,1999,0015228,220,N,N,2207,2213,B,1,000,86,,,N,3,0,0,9,0,0,N,323,801 W PROSPECTOR PL,68521
0,NE,02006,12,03,1999,0015230,300,N,N,2243,2247,B,1,002,86,,,N,1,0,0,3,0,0,N,962,504 N 24TH ST,68521
0,NE,02006,12,04,1999,0015232,710,N,N,0041,0046,B,1,102,86,,,N,6,0,0,17,0,0,N,580,6100 O ST,68521
0,NE,02006,12,04,1999,0015235,500,N,N,0459,0505,B,1,152,92,,,N,1,0,0,3,0,0,N,419,6020 SUNRISE RD,68521
0,NE,02006,12,04,1999,0015239,410,N,N,0839,0846,C,1,112,41,,,N,1,0,0,3,0,0,N,571,2243 N COTNER BLVD,68521
0,NE,02006,12,04,1999,0015242,730,N,N,1154,1157,C,1,151,86,,,N,6,0,0,17,0,0,N,419,1045 PIEDMONT RD,68521
0,NE,02006,12,04,1999,0015243,500,N,N,1315,1326,C,1,001,92,,,N,1,0,0,4,0,0,N,429,330 N 34TH ST,68521
0,NE,02006,12,04,1999,0015245,651,N,N,1325,1331,C,1,152,86,,,N,6,0,0,15,0,0,N,311,6800 A ST,68521
0,NE,02006,12,04,1999,0015249,444,N,N,1442,1447,C,1,052,92,,,N,1,0,0,3,0,0,N,419,1124 S 23 ST,68521
0,NE,02006,12,04,1999,0015254,700,N,N,1650,1653,C,1,063,86,,,N,6,0,0,17,0,0,N,311,1001 SOUTH ST,68521
0,NE,02006,12,04,1999,0015257,251,N,N,1743,1746,C,1,181,11,,,N,7,0,0,17,0,0,N,UUU,5300 OLD CHENEY RD,68521
0,NE,02006,12,04,1999,0015258,320,N,N,1819,1823,C,1,063,34,,,N,1,0,0,3,0,0,N,962,10TH/SOUTH,68521
1,NE,02006,12,04,1999,0015259,110,N,N,1900,1909,C,2,183,11,,,N,10,0,0,20,0,0,N,419,5550 S 80TH ST,68521
0,NE,02006,12,04,1999,0015261,130,N,N,1928,1937,C,2,093,11,,,N,6,0,0,18,0,0,N,962,1128 ABERDEEN AV,68521
0,NE,02006,12,04,1999,0015262,652,N,N,2030,2033,C,1,181,86,,,N,7,0,0,21,0,0,N,116,5300 OLD CHENEY RD,68521
0,NE,02006,12,04,1999,0015264,UUU,N,N,2124,2130,C,1,001,86,,,N,1,0,0,3,0,0,N,UUU,2959 P ST,68521
0,NE,02006,12,04,1999,0015267,730,N,N,2337,2341,C,1,161,86,,,N,6,0,0,16,0,0,N,323,1600 S 48TH ST,68521
0,NE,02006,12,05,1999,0015270,150,N,N,0116,0121,C,1,132,11,,,N,1,0,0,3,0,0,N,962,64TH/HAVELOCK,68521
0,NE,02006,12,05,1999,0015271,110,N,N,0133,0143,C,2,183,11,,,N,9,0,0,18,0,0,N,419,5550 S 80TH ST,68521
0,NE,02006,12,05,1999,0015272,730,N,N,0153,0156,C,1,003,86,,,N,6,0,0,18,0,0,N,241,301 N 12TH ST,68521
0,NE,02006,12,05,1999,0015273,UUU,N,N,0238,0244,C,1,082,41,,,N,1,0,0,3,0,0,N,UUU,4715 TIPPERARY TRL,68521
0,NE,02006,12,05,1999,0015274,710,N,N,0513,0518,C,1,081,86,,,N,6,0,0,16,0,0,N,429,5649 S 31ST ST,68521
0,NE,02006,12,05,1999,0015276,UUU,N,N,0631,0657,C,1,181,00,,,N,8,0,0,20,0,0,N,UUU,56TH/2,68521
0,NE,02006,12,05,1999,0015279,110,N,N,1056,1101,B,2,151,11,,,N,9,0,0,20,0,0,N,419,4034 L ST,68521
0,NE,02006,12,05,1999,0015280,320,N,N,1113,1119,B,1,052,34,,,N,1,0,0,3,0,0,N,215,2229 J ST,68521
0,NE,02006,12,05,1999,0015282,721,N,N,1139,1143,B,1,032,41,,,N,3,0,0,4,0,0,N,965,4720 N 27TH ST,68521
0,NE,02006,12,05,1999,0015287,420,N,N,1332,1336,B,1,102,86,,,N,1,0,0,3,0,0,N,579,600 N 66TH ST,68521
0,NE,02006,12,05,1999,0015288,571,N,N,1338,1354,B,1,183,92,,,N,1,0,0,3,0,0,N,419,5550 S 80TH ST,68521
0,NE,02006,12,05,1999,0015292,651,N,N,1425,1430,B,1,152,12,,,N,6,0,0,18,0,0,N,429,840 FOXCROFT *PVT CT,68521
0,NE,02006,12,05,1999,0015293,730,N,N,1427,1433,B,1,152,86,,,N,7,0,0,20,0,0,N,311,6800 A ST,68521
0,NE,02006,12,05,1999,0015295,700,N,N,1547,1553,B,1,162,86,,,N,6,0,0,17,0,0,N,419,6455 BOXELDER *PVT DR,68521
0,NE,02006,12,05,1999,0015296,700,N,N,1605,1608,B,1,181,86,,,N,6,0,0,17,0,0,N,419,5141 S 52ND ST,68521
0,NE,02006,12,05,1999,0015297,UUU,N,N,1649,1653,B,1,053,86,,,N,1,0,0,2,0,0,N,UUU,635 D ST,68521
0,NE,02006,12,05,1999,0015298,UUU,N,N,1703,1707,B,1,053,00,,,N,1,0,0,3,0,0,N,UUU,440 S 11TH ST,68521
0,NE,02006,12,05,1999,0015301,700,N,N,1828,1831,B,1,181,92,,,N,1,0,0,3,0,0,N,311,4900 S 48TH ST,68521
0,NE,02006,12,05,1999,0015308,900,N,N,2036,2041,B,1,181,34,,,N,2,0,0,6,0,0,N,419,5640 STONECLIFFE CT,68521
0,NE,02006,12,05,1999,0015312,320,N,N,2202,2205,B,1,052,34,,,N,1,0,0,3,0,0,N,962,25TH/M,68521
0,NE,02006,12,05,1999,0015313,651,N,N,2308,2314,B,1,171,86,,,N,1,0,0,3,0,0,N,419,5241 STOCKWELL ST,68521
0,NE,02006,12,06,1999,0015319,320,N,N,0231,0236,B,1,063,34,,,N,1,0,0,3,0,0,N,419,844 PEACH ST,68521
0,NE,02006,12,06,1999,0015320,UUU,N,N,0553,0557,B,1,061,86,,,N,1,0,0,3,0,0,N,UUU,3518 WASHINGTON ST,68521
0,NE,02006,12,06,1999,0015321,700,N,N,0623,0627,B,1,052,86,,,N,6,0,0,18,0,0,N,429,2118 E ST,68521
0,NE,02006,12,06,1999,0015322,210,N,N,0737,0740,C,1,002,86,,,N,6,0,0,18,0,0,N,241,1901 VINE ST,68521
0,NE,02006,12,06,1999,0015326,730,N,N,0849,0851,C,1,003,86,,,N,6,0,0,19,0,0,N,241,301 N 12TH ST,68521
0,NE,02006,12,06,1999,0015328,UUU,N,N,0945,0951,C,1,181,41,,,N,2,0,0,7,0,0,N,UUU,5601 S 56TH ST,68521
0,NE,02006,12,06,1999,0015332,500,N,N,1208,1217,C,1,111,92,,,N,1,0,0,4,0,0,N,965,4000 HUNTINGTON AV,68521
0,NE,02006,12,06,1999,0015334,500,N,N,1250,1252,C,1,022,92,,,N,1,0,0,3,0,0,N,419,2020 ATLAS AV,68521
0,NE,02006,12,06,1999,0015338,651,N,N,1336,1339,C,1,003,86,,,N,7,0,0,20,0,0,N,549,1005 O ST,68521
0,NE,02006,12,06,1999,0015339,UUU,N,N,1339,1345,C,1,052,00,,,N,3,0,0,9,0,0,N,UUU,1540 D ST,68521
0,NE,02006,12,06,1999,0015340,164,N,N,1521,1525,C,1,063,11,,,N,1,0,0,3,0,0,N,900,2451 S 10 ST,68521
0,NE,02006,12,06,1999,0015341,651,N,N,1548,1552,C,1,053,86,,,N,7,0,0,22,0,0,N,429,1201 LINCOLN MALL,68521
0,NE,02006,12,06,1999,0015344,721,N,N,1612,1619,C,1,152,86,,,N,3,0,0,5,0,0,N,173,70TH/TETON,68521
0,NE,02006,12,06,1999,0015346,651,N,N,1633,1637,C,1,052,86,,,N,6,0,0,18,0,0,N,429,1421 D ST,68521
0,NE,02006,12,06,1999,0015351,462,N,N,2104,2111,C,1,015,92,,,N,2,0,0,4,0,0,N,972,2400 W ADAMS ST,68521
0,NE,02006,12,06,1999,0015354,700,N,N,2202,2205,C,1,003,86,,,N,6,0,0,18,0,0,N,882,625 STADIUM DR,68521
0,NE,02006,12,07,1999,0015356,500,N,N,0102,0107,C,1,121,92,,,N,1,0,0,3,0,0,N,419,5447 BENTON ST,68521
0,NE,02006,12,07,1999,0015359,730,N,N,0306,0311,C,1,111,86,,,N,6,0,0,17,0,0,N,519,2345 N 48TH ST,68521
0,NE,02006,12,07,1999,0015361,UUU,N,N,0545,0551,C,1,111,86,,,N,1,0,0,4,0,0,N,UUU,4942 HOLDREGE ST,68521
0,NE,02006,12,07,1999,0015367,900,N,N,0758,0759,B,1,000,UU,,,N,3,0,0,8,0,0,N,961,I-180/I-80,68521
0,NE,02006,12,07,1999,0015369,500,N,N,0849,0901,B,1,032,92,,,N,1,0,0,3,0,0,N,419,5430 HOMESTEAD CT,68521
0,NE,02006,12,07,1999,0015372,651,N,N,0929,0934,B,1,012,86,,,N,6,0,0,16,0,0,N,419,1619 N 22ND ST,68521
0,NE,02006,12,07,1999,0015375,700,N,N,1051,1055,B,1,152,86,,,N,6,0,0,17,0,0,N,459,6800 A ST,68521
0,NE,02006,12,07,1999,0015378,651,N,N,1333,1339,B,1,102,86,,,N,1,0,0,3,0,0,N,965,6100 O ST,68521
0,NE,02006,12,07,1999,0015385,130,N,N,1547,1551,B,1,062,11,,,N,1,0,0,3,0,0,N,965,1648 SOUTH ST,68521
0,NE,02006,12,07,1999,0015387,300,N,N,1624,1627,B,1,121,34,,,N,1,0,0,3,0,0,N,962,48TH/FREMONT,68521
0,NE,02006,12,07,1999,0015388,700,N,N,1627,1631,B,1,003,86,,,N,6,0,0,19,0,0,N,449,141 N 9TH ST,68521
0,NE,02006,12,07,1999,0015392,651,N,N,1720,1724,B,1,053,86,,,N,6,0,0,18,0,0,N,429,1301 LINCOLN MALL,68521
0,NE,02006,12,07,1999,0015395,110,N,N,1821,1823,B,1,002,11,,,N,6,0,0,17,0,0,N,161,2504 O ST,68521
0,NE,02006,12,07,1999,0015403,500,N,N,2249,2254,B,1,151,92,,,N,1,0,0,3,0,0,N,459,841 S 47TH ST,68521
0,NE,02006,12,08,1999,0015411,651,N,N,0716,0720,A,1,151,86,,,N,6,0,0,17,0,0,N,429,245 S 48TH ST,68521
0,NE,02006,12,08,1999,0015415,UUU,N,N,0854,0856,A,1,003,41,,,N,2,0,0,6,0,0,N,UUU,900 P ST,68521
0,NE,02006,12,08,1999,0015416,410,N,N,1027,1030,A,1,063,41,,,N,1,0,0,3,0,0,N,UUU,13TH/HARRISON,68521
0,NE,02006,12,08,1999,0015418,220,N,N,1127,1131,A,1,032,86,,,N,1,0,0,3,0,0,N,419,1815 INDEPENDENCE CIR,68521
0,NE,02006,12,08,1999,0015423,300,N,N,1324,1328,A,1,052,34,,,N,1,0,0,3,0,0,N,429,1529 E ST,68521
0,NE,02006,12,08,1999,0015425,300,N,N,1536,1539,A,1,003,34,,,N,1,0,0,3,0,0,N,429,1000 O ST,68521
0,NE,02006,12,08,1999,0015427,700,N,N,1625,1636,A,1,053,86,,,N,2,0,0,6,0,0,N,962,13TH/M,68521
0,NE,02006,12,08,1999,0015432,UUU,N,N,1938,1942,A,1,001,86,,,N,1,0,0,3,0,0,N,UUU,2920 T ST,68521
0,NE,02006,12,08,1999,0015433,410,N,N,2100,2103,A,1,102,86,,,N,1,0,0,3,0,0,N,571,1111 N COTNER BLVD,68521
0,NE,02006,12,08,1999,0015437,440,N,N,2224,2228,A,1,132,86,,,N,6,0,0,18,0,0,N,429,6409 HAVELOCK AV,68521
0,NE,02006,12,08,1999,0015439,500,N,N,2231,2237,A,1,171,92,,,N,2,0,0,7,0,0,N,419,4604 STOCKWELL ST,68521
0,NE,02006,12,08,1999,0015441,730,N,N,2248,2252,A,1,163,86,,,N,6,0,0,17,0,0,N,429,8231 KARL RIDGE RD,68521
0,NE,02006,12,09,1999,0015445,710,N,N,0129,0133,A,1,181,86,,,N,6,0,0,17,0,0,N,429,4601 BRIARPARK DR,68521
0,NE,02006,12,09,1999,0015447,730,N,N,0337,0341,A,1,101,86,,,N,6,0,0,18,0,0,N,161,210 N 48TH ST,68521
0,NE,02006,12,09,1999,0015448,730,N,N,0404,0407,A,1,053,86,,,N,6,0,0,17,0,0,N,449,333 S 13TH ST,68521
0,NE,02006,12,09,1999,0015449,730,N,N,0419,0421,A,1,052,86,,,N,6,0,0,17,0,0,N,639,401 S 21ST ST,68521
0,NE,02006,12,09,1999,0015451,UUU,N,N,0744,0745,B,1,052,00,,,N,1,0,0,3,0,0,N,UUU,1640 A ST,68521
0,NE,02006,12,09,1999,0015453,900,N,N,0754,0803,B,1,101,86,,,N,1,0,0,4,0,0,N,419,1030 N 48TH ST,68521
0,NE,02006,12,09,1999,0015454,UUU,N,N,0848,0852,B,1,022,00,,,N,1,0,0,3,0,0,N,UUU,3917 N 20TH *PVT ST,68521
0,NE,02006,12,09,1999,0015462,UUU,N,N,0947,0956,B,1,182,86,,,N,1,0,0,3,0,0,N,UUU,6819 NORTHRIDGE *PVT,68521
0,NE,02006,12,09,1999,0015466,410,N,N,1046,1048,B,1,022,86,,,N,1,0,0,4,0,0,N,961,2110 CORNHUSKER HWY,68521
0,NE,02006,12,09,1999,0015471,160,N,N,1111,1114,B,1,101,11,,,N,9,0,0,21,0,0,N,965,144 N 44TH ST,68521
0,NE,02006,12,09,1999,0015476,500,N,N,1311,1314,B,1,053,86,,,N,1,0,0,3,0,0,N,429,1111 E ST,68521
0,NE,02006,12,09,1999,0015477,UUU,N,N,1321,1328,B,1,023,41,,,N,1,0,0,3,0,0,N,UUU,264 PARKSIDE *PVT LA,68521
0,NE,02006,12,09,1999,0015478,320,N,N,1448,1451,B,1,062,34,,,N,1,0,0,3,0,0,N,962,18TH/WASHINGTON,68521
0,NE,02006,12,09,1999,0015481,500,N,N,1533,1539,B,1,027,92,,,N,1,0,0,3,0,0,N,419,3824 NW 49TH ST,68521
0,NE,02006,12,09,1999,0015484,700,N,N,1616,1620,B,1,012,86,,,N,1,0,0,3,0,0,N,962,17TH/HOLDREGE,68521
0,NE,02006,12,09,1999,0015486,900,N,N,1640,1650,B,1,229,92,,,N,2,0,0,5,0,0,N,961,404 I-80 INTR,68521
0,NE,02006,12,09,1999,0015489,500,N,N,1738,1744,B,1,122,92,,,N,1,0,0,4,0,0,N,419,6839 ADAMS ST,68521
0,NE,02006,12,09,1999,0015492,700,N,N,1808,1815,B,1,004,86,,,N,1,0,0,3,0,0,N,419,942 N LAKESHORE *PVT,68521
0,NE,02006,12,09,1999,0015499,900,N,N,1937,1945,B,1,001,86,,,N,3,0,0,8,0,0,N,961,77 /VAN DORN,68521
0,NE,02006,12,09,1999,0015500,150,N,N,1938,1943,B,1,001,11,,,N,1,0,0,3,0,0,N,962,30TH/O,68521
0,NE,02006,12,09,1999,0015502,500,N,N,2034,2040,B,1,052,92,,,N,1,0,0,3,0,0,N,150,215 CENTENNIAL MALL S,68521
0,NE,02006,12,09,1999,0015505,UUU,N,N,2134,2138,B,1,002,86,,,N,2,0,0,6,0,0,N,UUU,22ND/R,68521
0,NE,02006,12,09,1999,0015507,900,N,N,2141,2152,B,1,101,86,,,N,1,0,0,4,0,0,N,419,4220 W ST,68521
0,NE,02006,12,10,1999,0015516,651,N,N,0703,0706,A,1,063,86,,,N,6,0,0,18,0,0,N,571,1301 SOUTH ST,68521
0,NE,02006,12,10,1999,0015518,UUU,N,N,0711,0715,A,1,063,86,,,N,1,0,0,3,0,0,N,UUU,1612 S 10TH ST,68521
0,NE,02006,12,10,1999,0015531,251,N,N,1425,1431,A,1,171,41,,,N,9,0,0,21,0,0,N,464,3800 S 48TH ST,68521
0,NE,02006,12,10,1999,0015536,652,N,N,1806,1814,A,1,091,86,,,N,6,0,0,18,0,0,N,UUU,6141 S 40TH ST,68521
0,NE,02006,12,10,1999,0015538,130,N,N,1824,1829,A,1,201,86,,,N,1,0,0,3,0,0,N,962,7041 S 38TH ST,68521
0,NE,02006,12,10,1999,0015545,300,N,N,2151,2154,A,1,171,34,,,N,4,0,0,11,0,0,N,962,56TH/PIONEERS,68521
0,NE,02006,12,10,1999,0015546,730,N,N,2344,2349,A,1,101,86,,,N,6,0,0,18,0,0,N,131,1305 N 52ND ST,68521
0,NE,02006,12,11,1999,0015548,721,N,N,0027,0032,A,1,003,86,,,N,4,0,0,5,0,0,N,161,710 P ST,68521
0,NE,02006,12,11,1999,0015551,110,N,N,0509,0515,A,2,121,11,,,N,10,0,0,21,0,0,N,419,4610 GREENWOOD ST,68521
0,NE,02006,12,11,1999,0015552,700,N,N,0657,0700,A,1,052,86,,,N,6,0,0,17,0,0,N,891,2005 M ST,68521
0,NE,02006,12,11,1999,0015553,730,N,N,0729,0733,B,1,003,86,,,N,7,0,0,18,0,0,N,241,1101 T ST,68521
0,NE,02006,12,11,1999,0015555,UUU,N,N,0858,0905,B,1,015,00,,,N,2,0,0,5,0,0,N,UUU,2400 W ADAMS ST,68521
0,NE,02006,12,11,1999,0015556,700,N,N,0929,0931,B,1,002,86,,,N,6,0,0,17,0,0,N,462,400 UNIVERSITY *PVT T,68521
0,NE,02006,12,11,1999,0015557,900,N,N,1022,1023,B,1,003,86,,,N,1,0,0,3,0,0,N,557,101 N 14TH ST,68521
0,NE,02006,12,11,1999,0015559,220,N,N,1043,1048,B,1,121,11,,,N,6,0,0,18,0,0,N,419,4610 GREENWOOD ST,68521
0,NE,02006,12,11,1999,0015560,730,N,N,1049,1053,B,1,101,86,,,N,6,0,0,18,0,0,N,131,1305 N 52 ST,68521
0,NE,02006,12,11,1999,0015561,500,N,N,1118,1121,B,1,051,92,,,N,1,0,0,3,0,0,N,419,3455 WOODS AV,68521
0,NE,02006,12,11,1999,0015563,UUU,N,N,1202,1206,B,1,071,41,,,N,1,0,0,3,0,0,N,UUU,3411 STOCKWELL ST,68521
0,NE,02006,12,11,1999,0015564,320,N,N,1208,1212,B,1,062,34,,,N,1,0,0,3,0,0,N,962,27TH/SUMNER,68521
0,NE,02006,12,11,1999,0015569,110,N,N,1412,1418,B,1,151,11,,,N,10,0,0,22,0,0,N,419,4234 LENOX AV,68521
0,NE,02006,12,11,1999,0015574,UUU,N,N,1629,1633,B,1,061,00,,,N,2,0,0,7,0,0,N,UUU,40TH/NORMAL,68521
0,NE,02006,12,11,1999,0015575,UUU,N,N,1632,1635,B,1,052,00,,,N,6,0,0,16,0,0,N,UUU,2100 F ST,68521
0,NE,02006,12,11,1999,0015578,700,N,N,1758,1801,B,1,004,86,,,N,6,0,0,18,0,0,N,213,300 CAPITOL BEACH BLV,68521
0,NE,02006,12,11,1999,0015580,164,N,N,1833,1838,B,1,112,92,,,N,2,0,0,3,0,0,N,900,6111 HOLDREGE ST,68521
0,NE,02006,12,11,1999,0015583,320,N,N,1937,1940,B,1,053,34,,,N,3,0,0,9,0,0,N,962,12TH/M,68521
0,NE,02006,12,11,1999,0015585,130,N,N,2001,2009,B,1,103,11,,,N,2,0,0,3,0,0,N,965,84TH/BLUE SKY,68521
0,NE,02006,12,11,1999,0015587,500,N,N,2035,2042,B,1,112,92,,,N,1,0,0,4,0,0,N,419,6444 LEIGHTON AV,68521
0,NE,02006,12,11,1999,0015588,410,N,N,2339,2346,B,1,032,41,,,N,1,0,0,3,0,0,N,571,2601 TICONDEROGA DR,68521
0,NE,02006,12,12,1999,0015589,410,N,N,0006,0011,B,1,112,41,,,N,1,0,0,3,0,0,N,571,2243 N COTNER BLVD,68521
0,NE,02006,12,12,1999,0015592,320,N,N,0224,0229,B,1,052,34,,,N,1,0,0,3,0,0,N,429,2620 K ST,68521
0,NE,02006,12,12,1999,0015593,710,N,N,0323,0330,B,1,022,86,,,N,6,0,0,18,0,0,N,429,3512 PORTIA ST,68521
0,NE,02006,12,12,1999,0015594,110,N,N,0421,0427,B,2,122,11,,,N,9,0,0,20,0,0,N,419,5605 LOGAN AV,68521
0,NE,02006,12,12,1999,0015596,UUU,N,N,0625,0630,B,1,052,41,,,N,1,0,0,3,0,0,N,UUU,1409 F ST,68521
0,NE,02006,12,12,1999,0015612,651,N,N,1501,1505,A,1,005,86,,,N,6,0,0,18,0,0,N,419,439 NW 18TH ST,68521
0,NE,02006,12,12,1999,0015627,UUU,N,N,2200,2207,A,1,162,41,,,N,1,0,0,3,0,0,N,UUU,2411 S 60TH ST,68521
0,NE,02006,12,12,1999,0015630,130,N,N,2320,2323,A,1,002,11,,,N,2,0,0,3,0,0,N,962,27TH/O,68521
0,NE,02006,12,13,1999,0015635,700,N,N,0526,0531,A,1,082,86,,,N,6,0,0,18,0,0,N,213,5230 TIPPERARY TRL,68521
0,NE,02006,12,13,1999,0015637,130,N,N,0749,0749,B,1,053,11,,,N,2,0,0,3,0,0,N,965,2ND/N,68521
